customer_id,first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,default,owns_car,tenure
2358,Ave,Peatt,Male,26,5/1/59,Senior Sales Associate,Retail,High Net Worth,N,ÌÌÌÌèÌÌ•£ÀÌÌÌ‰,Yes,15
2359,Merlina,Bream,Female,80,3/25/86,Mechanical Systems Engineer,Property,High Net Worth,N,1'; DROP TABLE users--,Yes,7
2360,Karleen,McGenn,Female,0,11/3/74,VP Accounting,Financial Services,High Net Worth,N,1.00E+02,Yes,5
2361,Jeannette,Cerman,Female,55,11/28/54,Help Desk Operator,n/a,High Net Worth,N,‰_•ü _ _ _ _ _ _ _ _ _ _ _ _ _ _,Yes,20
2362,Herbie,Machans,Male,49,6/5/72,Developer II,Financial Services,Affluent Customer,N,"¯Çô ôô¯_ ¯_ô¯á¯» ô¯¬¯¤ô¯»¯_¯øô¯ø¯, ¯Â¯_ô¯±¯»ô ¯¬¯¤¯_¯»¯¨¯ø¯¤ô ¯£ô ¯øôô. ¯´¯¡ ôô¯¤¯ ¯¤ô¯_¯»¯¤¯± ô¯»ô¯µô¯¬ ô¯¤ô. ¯£ôôô ¯¤ô¯á¯¤ôô¯¤¯ ¯¬¯±ô¯á¯¤ôô¯¤-ô¯±ô¯_¯¤ ô¯ø ¯£¯¨¯¡. ¯_ôôô¯¤ô¯ ¯´¯»ô¯¤ôô¯© ¯¬ôô ô¯¤, ô¯¡ô¯± ¯",Yes,19
2363,Bobby,Farmiloe,Male,92,12/30/83,Nurse,Entertainment,Mass Customer,N,test‰Êtest‰Ç,Yes,16
2364,Fielding,Linklater,Male,19,9/22/95,Speech Pathologist,n/a,Mass Customer,N,1.00E+02,Yes,13
2365,Lauretta,Furmonger,Female,2,10/18/98,Structural Analysis Engineer,Argiculture,Mass Customer,N,¡Šü_‹‹‹Ç‹‹‹_Šü‹‹,Yes,3
2366,Idette,Mapam,Female,51,6/15/75,Web Designer I,Health,Mass Customer,N,‰»‰»test‰»,Yes,15
2367,Lorne,Sabin,Male,40,5/22/57,Electrical Engineer,Manufacturing,Mass Customer,N,../../../../../../../../../../../etc/passwd%00,Yes,16
2368,Rowe,Losbie,Female,98,1/22/93,Chemical Engineer,Manufacturing,Mass Customer,N,ÌÌÌÌèÌÌ•£ÀÌÌÌ‰,No,10
2369,Averyl,Gosz,Female,80,10/28/96,Financial Analyst,Financial Services,Mass Customer,N,1,Yes,1
2370,Juliane,Calltone,Female,35,3/19/96,Analyst Programmer,Property,High Net Worth,N,‰©test‰©,No,7
2371,Rory,Lokier,Female,22,11/18/66,Staff Scientist,Manufacturing,High Net Worth,N,<svg><script>0<1>alert('XSS')</script>,Yes,8
2372,Jim,Shoppee,Male,14,9/10/77,Clinical Specialist,Health,Affluent Customer,N,-$1.00,No,10
2373,Cordy,Readshall,Female,51,5/22/82,Structural Engineer,Manufacturing,High Net Worth,N,•_•_•_,Yes,16
2374,Dolf,Baudichon,Male,6,6/15/93,Design Engineer,Financial Services,Mass Customer,N,_,No,9
2375,Alika,Milbourne,Female,21,3/17/87,Sales Representative,Retail,Affluent Customer,N,1/0,No,8
2376,Eada,Narbett,Female,84,10/23/58,Community Outreach Specialist,n/a,High Net Worth,N,‰£,Yes,12
2377,Kristien,Dunne,Female,29,10/2/98,Analog Circuit Design manager,IT,High Net Worth,N,"""'",No,2
2378,Aggi,Farncombe,Female,41,4/25/94,Research Assistant II,Manufacturing,Affluent Customer,N,null,No,1
2379,Trixie,Piscopiello,Female,85,5/5/81,Occupational Therapist,Health,Affluent Customer,N,•ÈÀ,Yes,15
2380,Merissa,Milella,Female,44,4/9/56,Technical Writer,Retail,Mass Customer,N,_Ê_Ê±_Ê__Ê±_Ê±ü_Ê__Ê_,Yes,15
2381,Dulsea,Pladen,Female,91,2/12/73,Programmer I,Argiculture,Affluent Customer,N,(•_ˆ_´ˆ_´•_•_•ÈÀ ‰È‰‰È,Yes,5
2382,Turner,Huggens,Male,79,7/5/71,Accounting Assistant III,Retail,Mass Customer,N,"'""''''""",Yes,4
2383,Zaria,Eberz,Female,34,9/15/78,Compensation Analyst,Financial Services,Mass Customer,N,<script>alert('hi')</script>,No,15
2384,Garey,Letrange,Male,96,7/16/61,Operator,Health,High Net Worth,N,íí¼êí_íøêTí±í_êí´êêhêí_eêêí_ííí_í£ê êíí±íÊêêêNêÊêeíí±zíííí¼êpí_í¼í_êíøêeêíÊíÈíÊrí¬í_êí¼íêíídêíÊíí_íÂíií_êí©êêí_aíÊííÂêínêê íÈíí¡êêhíµêií_íví¢êeêí_ê-ñí_í©í_êmí_í_íÇiêêíí_níêdí£í êíøí_êoí¬ííøí¡í_,Yes,6
2385,Gaultiero,Lissenden,Male,70,12/17/58,Dental Hygienist,Health,Mass Customer,N,åÁ‰¢å£å¢‰å¤å¦‰¢å»å¼‰‰Ê,No,8
2386,Adrianne,Lowerson,Female,93,7/6/97,Compensation Analyst,Financial Services,Mass Customer,N,0•ü‰£ 1•ü‰£ 2•ü‰£ 3•ü‰£ 4•ü‰£ 5•ü‰£ 6•ü‰£ 7•ü‰£ 8•ü‰£ 9•ü‰£ _,No,2
2387,Roy,Jone,Male,33,8/30/77,Nurse,n/a,High Net Worth,N,íí¼êí_íøêTí±í_êí´êêhêí_eêêí_ííí_í£ê êíí±íÊêêêNêÊêeíí±zíííí¼êpí_í¼í_êíøêeêíÊíÈíÊrí¬í_êí¼íêíídêíÊíí_íÂíií_êí©êêí_aíÊííÂêínêê íÈíí¡êêhíµêií_íví¢êeêí_ê-ñí_í©í_êmí_í_íÇiêêíí_níêdí£í êíøí_êoí¬ííøí¡í_,Yes,9
2388,Quincy,Weben,Male,84,5/28/97,Cost Accountant,Financial Services,Mass Customer,N,1/0,No,1
2389,Sibyl,Gudge,Male,18,12/28/73,Desktop Support Technician,Retail,High Net Worth,N,1;DROP TABLE users,No,7
2390,Tonya,Nealand,Female,48,5/6/64,Legal Assistant,Property,Mass Customer,N,1;DROP TABLE users,No,12
2391,Corny,Millott,Female,72,4/22/61,Nurse Practicioner,Health,Mass Customer,N,‰_À _»_À __À __À __À __À,No,14
2392,Isadora,Gronaller,Female,48,1/11/01,Marketing Assistant,Manufacturing,Affluent Customer,N,‹,No,2
2393,Dorian,Colledge,Female,68,6/21/81,Registered Nurse,Health,High Net Worth,N,"""'",Yes,11
2394,Ferne,Reese,Female,31,11/12/95,GIS Technical Architect,n/a,Mass Customer,N,ë©‰Ì¤‰‰Çèåµ‰_‰´Ìá,Yes,7
2395,Ashlin,Kesby,Male,23,2/26/66,Executive Secretary,n/a,High Net Worth,N,nil,No,16
2396,Elmira,Wildblood,Female,40,8/2/73,Recruiter,Retail,Affluent Customer,N,1;DROP TABLE users,Yes,7
2397,Cassius,Birchenough,Male,33,6/10/85,Analyst Programmer,Retail,Affluent Customer,N,1'; DROP TABLE users--,Yes,4
2398,Mirelle,,Female,6,10/11/00,Administrative Assistant IV,Financial Services,High Net Worth,N,‹_ˆ__ˆ¼ôêˆ¼ˆ__•_ ‹_ˆ__ˆ¼ôêˆ¼ˆ__•_,Yes,1
2399,Devonne,McPolin,Female,20,6/11/80,Software Consultant,Manufacturing,High Net Worth,N,null,Yes,14
2400,Lindsay,Stollsteiner,Male,73,2/28/78,Office Assistant III,Property,Mass Customer,N,èƒnb‡«lƒ ƒu®ƒƒø ‚ƒ_olop æ‚ ‚ƒ_oqƒl æn æunp‡«p‡«ƒu‡« ƒ_odƒø‚æ poƒøsn‡«‚ op p‚s 'æ‡«l‚ ®u‡«ƒs‡«d‡«pƒ ƒ_næ‚æƒ‚suoƒ 'æ‚ƒøƒ æ‡«s ƒ_olop ƒønsd‡« ƒø‚ƒ_oè´,Yes,22
2401,Drake,Riguard,Male,7,7/31/77,Staff Scientist,n/a,Mass Customer,N,‰¡‰«‰µ,Yes,15
2402,Merrielle,Strafen,Female,99,6/7/57,Cost Accountant,Financial Services,Mass Customer,N,-1.00E+02,Yes,8
2403,Karalee,Tremlett,Female,41,10/25/77,Technical Writer,Financial Services,Affluent Customer,N,../../../../../../../../../../../etc/hosts,No,12
2404,Conney,Grouse,Male,13,3/14/60,Graphic Designer,Retail,Mass Customer,N,1/0,No,6
2405,Quintana,Merricks,Female,16,7/28/57,Structural Analysis Engineer,n/a,Mass Customer,N,(•_Á‰ ‰ ‰•_Á),No,18
2406,Randal,Messager,Male,34,6/11/73,Executive Secretary,n/a,Affluent Customer,N,‰©test‰©,Yes,9
2407,Merrily,,Female,24,3/30/59,,Financial Services,High Net Worth,N,"""'",Yes,6
2408,Celestia,,Female,38,10/10/55,VP Marketing,Health,Mass Customer,N,1,No,16
2409,Carolan,Ortler,Female,23,7/13/89,,Health,Mass Customer,N,Zí¨íêíÊêêAí´ííêíÈíLí£êêíøí_íêGíÈOí_íí¨,No,12
2410,Eugenia,Verey,Female,75,8/24/74,Geological Engineer,Manufacturing,Mass Customer,N,__¾¤Œ_ü¢»Œ_üÊ©¦¾,Yes,21
2411,Casey,McDade,Male,0,5/27/64,Technical Writer,Financial Services,High Net Worth,N,,No,13
2412,Tiffi,Havercroft,Female,77,5/26/81,Chemical Engineer,Manufacturing,Affluent Customer,N,Œ£_¾_¢»,No,8
2413,Abbey,Murrow,Male,27,8/11/43,Environmental Specialist,Manufacturing,High Net Worth,N,‡Ê,Yes,17
2414,Basile,Bowlas,U,18,,Registered Nurse,Health,Mass Customer,N,,Yes,
2415,Tanner,Harp,Male,56,11/5/78,Web Designer II,Manufacturing,Mass Customer,N,‰Çtest‰Ç,No,3
2416,Eberhard,Shalcras,Male,19,12/29/59,Office Assistant I,Health,Affluent Customer,N,0•ü‰£ 1•ü‰£ 2•ü‰£ 3•ü‰£ 4•ü‰£ 5•ü‰£ 6•ü‰£ 7•ü‰£ 8•ü‰£ 9•ü‰£ _,No,16
2417,Cacilia,Swetland,Female,27,6/24/74,Nurse,n/a,Affluent Customer,N,‰£,No,22
2418,Elspeth,Brazil,Female,82,4/5/70,Software Engineer III,Property,Mass Customer,N,../../../../../../../../../../../etc/hosts,Yes,13
2419,Aron,Karlsen,Male,96,7/4/78,Physical Therapy Assistant,Property,High Net Worth,N,‰Á,No,9
2420,Celie,Guyers,Female,10,8/26/76,Staff Scientist,Financial Services,High Net Worth,N,“Â’__’“ “«’“¡µÂ“,No,16
2421,Marilee,Garbott,Female,54,8/16/54,Research Nurse,Health,Affluent Customer,N,!@#$%^&*(),Yes,13
2422,Crysta,Woliter,Female,96,11/30/78,Librarian,Entertainment,High Net Worth,N,-$1.00,No,13
2423,Lenci,Symcox,Male,49,2/20/81,Professor,IT,Mass Customer,N,1,Yes,20
2424,Loren,Batkin,Male,17,1/6/82,,n/a,Affluent Customer,N,Ì´Ì‰®å©è‰èåÂ‰_Ì_,Yes,15
2425,Barn,Sainsberry,Male,32,3/19/76,Help Desk Technician,n/a,Mass Customer,N,_Ê_Ê±_Ê__Ê±_Ê±ü_Ê__Ê_,Yes,11
2426,Yancy,Ovett,U,64,,,IT,Affluent Customer,N,,Yes,
2427,Myrta,Whibley,Female,20,10/15/98,Senior Developer,n/a,High Net Worth,N,íí¼êí_íøêTí±í_êí´êêhêí_eêêí_ííí_í£ê êíí±íÊêêêNêÊêeíí±zíííí¼êpí_í¼í_êíøêeêíÊíÈíÊrí¬í_êí¼íêíídêíÊíí_íÂíií_êí©êêí_aíÊííÂêínêê íÈíí¡êêhíµêií_íví¢êeêí_ê-ñí_í©í_êmí_í_íÇiêêíí_níêdí£í êíøí_êoí¬ííøí¡í_,Yes,2
2428,Pauly,Keightley,Male,74,7/26/68,Help Desk Operator,n/a,Mass Customer,N,ë©‰Ì¤‰‰Çèåµ‰_‰´Ìá,Yes,9
2429,Emeline,Baldi,Female,54,11/11/80,Assistant Professor,Manufacturing,Mass Customer,N,1,Yes,3
2430,Humbert,Dikles,Male,38,9/6/68,Quality Engineer,n/a,Mass Customer,N,_…ü_…¡_»…ü_test¯¤ô¯µô¯_¯¤¯» ¯¤ô¯»ô¯_ôô,No,5
2431,Alvy,Tyndall,Male,15,12/24/99,Senior Cost Accountant,Financial Services,Mass Customer,N,1/0,Yes,2
2432,Ebba,Melhuish,Female,67,2/21/81,Nuclear Power Engineer,Manufacturing,Affluent Customer,N,0•ü‰£ 1•ü‰£ 2•ü‰£ 3•ü‰£ 4•ü‰£ 5•ü‰£ 6•ü‰£ 7•ü‰£ 8•ü‰£ 9•ü‰£ _,Yes,5
2433,Burty,Strutz,Male,38,7/19/76,Nurse Practicioner,n/a,High Net Worth,N,åÁ‰¢å£å¢‰å¤å¦‰¢å»å¼‰‰Ê,Yes,8
2434,Lenci,Soars,Male,40,11/17/56,Environmental Specialist,n/a,Affluent Customer,N,‡,No,18
2435,Orly,Ceney,Female,69,8/12/61,Account Coordinator,Manufacturing,Mass Customer,N,() { 0; }; touch /tmp/blns.shellshock1.fail;,No,14
2436,Jaymie,Wellesley,Male,37,3/21/86,Help Desk Technician,IT,Mass Customer,N,<svg><script>0<1>alert('XSS')</script>,No,4
2437,Simonette,Cressingham,Female,90,5/1/77,Marketing Manager,Financial Services,Mass Customer,N,1.00E+02,Yes,18
2438,Lorianne,Ethersey,Female,76,1/29/83,Speech Pathologist,Manufacturing,Mass Customer,N,¡Šü_‹‹‹Ç‹‹‹_Šü‹‹,Yes,4
2439,Shelly,Yakebovitch,Female,44,10/2/67,,Manufacturing,Affluent Customer,N,‰Á,No,15
2440,Lethia,Juanes,Female,17,9/21/59,Engineer II,Manufacturing,Affluent Customer,N,‰_À _»_À __À __À __À __À,No,8
2441,Loutitia,Pinkie,Female,52,3/29/59,,Property,High Net Worth,N,-1,Yes,5
2442,Odie,Enrrico,Male,8,10/13/57,Social Worker,Health,Affluent Customer,N,‰_À _»_À __À __À __À __À,Yes,17
2443,Towny,Python,Male,30,2/13/90,Computer Systems Analyst I,Property,High Net Worth,N,(•_Á‰ ‰ ‰•_Á),No,20
2444,Emmet,Cristoforo,Male,22,5/13/77,Associate Professor,Manufacturing,High Net Worth,N,1.00E+96,No,11
2445,Johnnie,Prujean,Male,46,3/11/76,Quality Control Specialist,Retail,Affluent Customer,N,¬_¾Ê_,No,18
2446,Lovell,Kiss,Male,33,9/7/56,,Retail,Affluent Customer,N,‰å«å¨‰Êå´å¬èÌüì‰‰,No,17
2447,Richard,Poor,Male,55,1/6/97,Tax Accountant,n/a,Affluent Customer,N,"''''""",Yes,2
2448,Lorri,Iston,Female,5,12/18/92,Structural Analysis Engineer,Property,High Net Worth,N,1-Feb,No,10
2449,Oates,Broadberrie,Male,54,6/1/82,Tax Accountant,n/a,Affluent Customer,N,“Â’__’“ “«’“¡µÂ“,No,8
2450,Jayson,Breheny,Male,64,6/21/74,Structural Engineer,Retail,Affluent Customer,N,$1.00,Yes,7
2451,Upton,Orford,Male,33,3/9/73,Editor,Argiculture,Affluent Customer,N,',Yes,18
2452,Sophronia,Yerrill,Female,93,7/24/75,Chemical Engineer,Manufacturing,Mass Customer,N,‡,Yes,17
2453,Ruthe,Campe,Female,22,8/5/92,Safety Technician II,Telecommunications,High Net Worth,N,$1.00,No,9
2454,Gene,Brome,Female,81,2/13/60,Senior Sales Associate,Property,Mass Customer,N,•_•_´‰À‹_‰_(•_Á‰‰À‰•_Á)‰±‰À•_´•_,Yes,12
2455,Kathe,Heatlie,Female,64,10/9/77,,Manufacturing,Mass Customer,N,-1.00E+02,No,21
2456,Reidar,Pullin,Male,9,5/29/91,Sales Associate,n/a,Mass Customer,N,•_•_´‰À‹_‰_(•_Á‰‰À‰•_Á)‰±‰À•_´•_,No,10
2457,Benito,Vearnals,Male,70,4/12/75,Developer IV,IT,High Net Worth,N,‰_À _»_À __À __À __À __À,Yes,15
2458,Leilah,Liddel,Female,73,4/20/64,Media Manager II,Manufacturing,High Net Worth,N,"''''""",Yes,5
2459,Jeanna,Naulls,Female,67,1/10/86,Quality Engineer,Manufacturing,High Net Worth,N,,No,18
2460,Mick,Boutellier,Male,88,5/17/76,Nurse Practicioner,Manufacturing,High Net Worth,N,(‰øå¡‰Áå¡•_‰ø•üµ ‰È‰‰È),Yes,12
2461,Tully,,Male,89,6/12/76,Speech Pathologist,n/a,Affluent Customer,N,í_HêíÂí_íí_eê êíí´ííÈêíwíhííøêoíêíêí±í¨ ñí¼íííêWíáí_í_aí¼í»êií¬êêí_êíøítí¦í_í¨sííêê íÊíÇíÊBíÈêêêêí_eíµhíµíÂêíÇêiíí_êí_í_í¨êíÇnêdí«í»íí êí¡êí©êêêí_Tê¢êí_êí»hêêí¨íÈeíÂíêí í_í_íWêêêííêêaêêêí_í_,No,17
2462,Fletcher,Hutchens,Male,17,7/5/80,Assistant Media Planner,Entertainment,Affluent Customer,N,<script>alert('hi')</script>,No,21
2463,Krystle,Jovicevic,Female,54,1/30/78,Pharmacist,Health,Mass Customer,N,_…ü_…¡_»…ü_test¯¤ô¯µô¯_¯¤¯» ¯¤ô¯»ô¯_ôô,No,12
2464,Cleve,Jindrak,Male,78,4/6/83,Speech Pathologist,Retail,Mass Customer,N,‰_test‰¤,No,6
2465,Paloma,Nilles,Female,31,6/12/84,Senior Editor,n/a,Mass Customer,N,-1.00E+00,Yes,2
2466,Araldo,Klamp,Male,62,10/4/80,Software Test Engineer IV,Entertainment,High Net Worth,N,1,No,16
2467,Ynez,Fawloe,Female,71,7/15/75,Engineer III,Manufacturing,Affluent Customer,N,¬_¾Ê_,Yes,4
2468,Parker,Barenskie,Male,51,12/12/95,Marketing Assistant,Retail,High Net Worth,N,‰¡‰«‰µ‰‰‰,No,1
2469,Kermie,Hedger,U,18,,Accounting Assistant II,IT,Mass Customer,N,,Yes,
2470,Roy,Dunaway,Male,70,7/4/57,,Argiculture,Mass Customer,N,“ü‘‘¡’Ê‘´«,No,13
2471,Noland,Bresland,Male,55,12/20/78,Geological Engineer,Manufacturing,Mass Customer,N,ôÁô¢ô£,Yes,8
2472,Mathias,Element,Male,99,6/2/89,Product Engineer,Health,High Net Worth,N,‰å«‰¡èÌå¬èÌ‰‰‰,Yes,16
2473,Davon,,Male,50,5/10/70,Administrative Assistant I,Entertainment,Mass Customer,N,‡Ê,Yes,13
2474,Chrysa,Burrett,Female,59,6/8/80,Executive Secretary,Argiculture,High Net Worth,N,0,Yes,6
2475,Cammi,Ambrogioni,Female,68,5/2/77,Quality Control Specialist,n/a,Mass Customer,N,1-Feb,No,20
2476,Hal,Braddon,Male,13,9/25/56,Administrative Officer,Property,High Net Worth,N,`‰‰Â‰_‰¼•Â•Â‰Áå¡åá‰‰å±,No,17
2477,Barney,Tilling,Male,25,3/23/77,Electrical Engineer,Manufacturing,Affluent Customer,N,00è®$-,Yes,10
2478,Andreas,Lamke,Male,85,7/7/66,Senior Cost Accountant,Financial Services,Affluent Customer,N,"__•_(,_,*)",Yes,10
2479,Helge,Voller,Female,81,11/6/96,Community Outreach Specialist,Retail,Mass Customer,N,‹‹_‹‹£‹_‹üÁ‹‹»‹‹,No,5
2480,Adey,Shevlin,Female,3,12/26/71,Nuclear Power Engineer,Manufacturing,High Net Worth,N,,Yes,16
2481,Amber,Ruslin,Female,71,1/20/79,Chief Design Engineer,Manufacturing,Mass Customer,N,‰,Yes,12
2482,Regan,Siemens,Male,95,12/10/53,Pharmacist,Health,Mass Customer,N,__¾¤Œ_ü¢»Œ_üÊ©¦¾,Yes,10
2483,Greta,Cotterrill,Female,54,6/6/87,,Manufacturing,Mass Customer,N,_,No,10
2484,Elise,Slimm,Female,77,10/3/79,Senior Quality Engineer,Property,Mass Customer,N,-1,Yes,14
2485,Ringo,Parkyn,Male,93,7/27/55,Help Desk Technician,n/a,Mass Customer,N,•_•_´‰À‹_‰_(•_Á‰‰À‰•_Á)‰±‰À•_´•_,Yes,12
2486,Alaine,Halbord,Female,77,3/9/54,Structural Engineer,Manufacturing,Mass Customer,N,nil,Yes,5
2487,Elton,Piggford,Male,92,1/13/78,Operator,IT,Affluent Customer,N,`‰‰Â‰_‰¼•Â•Â‰Áå¡åá‰‰å±,Yes,14
2488,Idalia,Braunton,Female,32,11/17/88,Senior Financial Analyst,Financial Services,Mass Customer,N,__ _ _ _ _ _ _ _¤,Yes,7
2489,Emma,Mates,Female,42,6/12/76,Speech Pathologist,Retail,Mass Customer,N,/dev/null; touch /tmp/blns.fail ; echo,No,15
2490,Clint,Krause,Male,28,10/1/87,,Health,Mass Customer,N,<svg><script>0<1>alert('XSS')</script>,Yes,5
2491,Tabbie,Turone,Male,74,5/8/77,Clinical Specialist,Health,Mass Customer,N,_Ê_Ê±_Ê__Ê±_Ê±ü_Ê__Ê_,No,14
2492,Gayelord,Lipman,Male,35,2/1/74,Design Engineer,Manufacturing,High Net Worth,N,‰_À _»_À __À __À __À __À,No,9
2493,Rey,Collum,Male,56,8/19/81,Assistant Media Planner,Entertainment,Mass Customer,N,-1,Yes,17
2494,Donella,Emm,Female,98,8/8/74,Senior Sales Associate,Manufacturing,High Net Worth,N,(•_Á‰ ‰ ‰•_Á),No,16
2495,Gwenore,Suero,Female,89,11/12/53,Assistant Professor,IT,Affluent Customer,N,<img src=x onerror=alert('hi') />,No,17
2496,Lew,Wittleton,Male,29,8/26/80,Web Developer II,Manufacturing,Mass Customer,N,00è®$-,Yes,21
2497,Gustav,Aaronsohn,Male,33,4/5/69,Administrative Assistant IV,Property,Affluent Customer,N,•_•_•_,No,12
2498,Rosana,Emmatt,Female,70,2/2/78,Software Test Engineer III,Retail,High Net Worth,N,../../../../../../../../../../../etc/hosts,No,8
2499,Doll,Tschirschky,Female,77,8/30/73,Account Representative I,Retail,Mass Customer,N,_…ü_…¡_»…ü_test¯¤ô¯µô¯_¯¤¯» ¯¤ô¯»ô¯_ôô,No,14
2500,Micky,Livings,Female,35,12/18/57,Senior Developer,Property,High Net Worth,N,-1.00E+02,Yes,17
2501,Ora,Meaddowcroft,Female,80,7/12/71,Actuary,Financial Services,Mass Customer,N,-0.5,Yes,10
2502,Concordia,Mussington,Female,6,8/23/64,Structural Engineer,Manufacturing,Mass Customer,N,1.00E+02,Yes,11
2503,Devlin,Laneham,Male,80,7/16/67,Budget/Accounting Analyst I,Health,Affluent Customer,N,•_•_¬(å«‰•_‰©,Yes,10
2504,Aloysius,Huffer,Male,52,4/29/00,,Property,Mass Customer,N,_Ê_Ê±_Ê__Ê±_Ê±ü_Ê__Ê_,No,2
2505,Myrah,McCarry,Female,45,8/25/80,VP Marketing,Financial Services,High Net Worth,N,-5.00E-01,No,3
2506,Arlana,Ferrick,Female,97,1/20/55,,Health,Affluent Customer,N,NIL,No,9
2507,Alysa,Galilee,Female,77,6/25/86,Biostatistician III,Health,Affluent Customer,N,Œ£_¾_¢»,Yes,8
2508,Virgil,Borkett,Male,98,11/4/96,Information Systems Manager,n/a,Mass Customer,N,‰Á,No,3
2509,Danya,Beadles,Male,99,7/7/71,Help Desk Technician,Financial Services,Mass Customer,N,_µ _ _ _,No,7
2510,Nealson,Lowdham,Male,43,4/10/73,Human Resources Manager,Manufacturing,Mass Customer,N,¬_¾Ê_,Yes,7
2511,Jedidiah,Daulby,Male,20,7/12/91,Technical Writer,Financial Services,Mass Customer,N,‰_•ü _ _ _ _ _ _ _ _ _ _ _ _ _ _,Yes,4
2512,Franzen,Halliday,Male,3,5/22/68,Web Developer I,n/a,High Net Worth,N,_Ê_Ê±_Ê__Ê±_Ê±ü_Ê__Ê_,Yes,19
2513,Rustie,Ligoe,Male,55,7/31/78,Structural Analysis Engineer,Property,Mass Customer,N,_µ _ _ _,No,12
2514,Vincenty,Sayer,Male,25,8/11/75,Senior Financial Analyst,Financial Services,High Net Worth,N,<script>alert('hi')</script>,Yes,17
2515,Manya,,Female,24,3/7/95,,Retail,Affluent Customer,N,<script>alert('hi')</script>,Yes,3
2516,Zoe,Kiddye,Female,42,5/27/67,Registered Nurse,Health,Mass Customer,N,‰,No,19
2517,Rozanna,Kegan,Female,1,10/19/78,Research Nurse,Health,Mass Customer,N,“Â’__’“ “«’“¡µÂ“,Yes,9
2518,Krystalle,Ives,Female,53,8/22/54,Recruiting Manager,n/a,Mass Customer,N,(•_ˆ_´ˆ_´•_•_•ÈÀ ‰È‰‰È,Yes,19
2519,Ryon,Dalliston,Male,76,10/17/79,Senior Developer,Manufacturing,Mass Customer,N,__¾¤Œ_ü¢»Œ_üÊ©¦¾,Yes,5
2520,Gabie,Skett,Male,71,5/27/74,Accountant III,Retail,Affluent Customer,N,‡,Yes,10
2521,Kellia,Martugin,Female,35,8/29/99,Chemical Engineer,Manufacturing,High Net Worth,N,1.00E+96,Yes,3
2522,Benton,MacGragh,Male,42,2/3/77,,n/a,High Net Worth,N,,No,14
2523,Lauree,Shewery,Female,28,10/29/61,VP Marketing,Financial Services,Mass Customer,N,‰,Yes,9
2524,Rustie,Kingsland,Male,84,5/29/69,Help Desk Technician,Retail,Mass Customer,N,nil,Yes,8
2525,Hans,Ison,Male,25,10/3/92,Cost Accountant,Financial Services,Mass Customer,N,-1.00E+02,No,8
2526,Izaak,Dopson,Male,89,2/1/69,Software Test Engineer II,Manufacturing,Mass Customer,N,‰_À _»_À __À __À __À __À,No,8
2527,Arly,Petersen,Female,60,7/19/80,Technical Writer,n/a,Affluent Customer,N,__¾¤Œ_ü¢»Œ_üÊ©¦¾,Yes,16
2528,Cassie,Toffaloni,Male,81,9/23/78,Senior Editor,Financial Services,Affluent Customer,N,,No,15
2529,Ben,Laidler,Male,81,5/11/54,Quality Engineer,Manufacturing,High Net Worth,N,__ _ _ _ _ _ _ _¤,Yes,10
2530,Engracia,Foulcher,Female,63,8/3/60,Business Systems Development Analyst,Property,Mass Customer,N,1,Yes,18
2531,Brendan,Verbeke,Male,48,8/20/81,Teacher,Property,High Net Worth,N,_Ê_Ê±_Ê__Ê±_Ê±ü_Ê__Ê_,Yes,8
2532,Milli,Hubbert,Female,27,5/1/69,,Manufacturing,Mass Customer,N,íí¼êí_íøêTí±í_êí´êêhêí_eêêí_ííí_í£ê êíí±íÊêêêNêÊêeíí±zíííí¼êpí_í¼í_êíøêeêíÊíÈíÊrí¬í_êí¼íêíídêíÊíí_íÂíií_êí©êêí_aíÊííÂêínêê íÈíí¡êêhíµêií_íví¢êeêí_ê-ñí_í©í_êmí_í_íÇiêêíí_níêdí£í êíøí_êoí¬ííøí¡í_,No,11
2533,Harper,Ioannidis,Male,11,7/26/93,Speech Pathologist,Health,Affluent Customer,N,__ _ _ _ _ _ _ _¤,Yes,5
2534,Estelle,Lithgow,Female,70,6/21/65,Research Associate,Manufacturing,Affluent Customer,N,NIL,Yes,12
2535,Butch,Broadnicke,Male,53,8/20/81,Accountant III,Financial Services,Affluent Customer,N,íí¼êí_íøêTí±í_êí´êêhêí_eêêí_ííí_í£ê êíí±íÊêêêNêÊêeíí±zíííí¼êpí_í¼í_êíøêeêíÊíÈíÊrí¬í_êí¼íêíídêíÊíí_íÂíií_êí©êêí_aíÊííÂêínêê íÈíí¡êêhíµêií_íví¢êeêí_ê-ñí_í©í_êmí_í_íÇiêêíí_níêdí£í êíøí_êoí¬ííøí¡í_,No,13
2536,Aigneis,Brignall,Female,71,6/10/64,Associate Professor,Health,Mass Customer,N,-$1.00,Yes,16
2537,Peggi,Tolan,Female,8,9/6/89,Senior Quality Engineer,n/a,Affluent Customer,N,,Yes,12
2538,Jacinta,Petrillo,Female,13,1/22/59,,n/a,High Net Worth,N,‹,Yes,20
2539,Tracie,Ashdown,Male,68,4/22/67,Nuclear Power Engineer,Manufacturing,Affluent Customer,N,•_•_¬(å«‰•_‰©,Yes,12
2540,Donavon,,U,14,,Executive Secretary,IT,Mass Customer,N,,Yes,
